,room_id,unit_type_name,property_design,property_type,number_of_bookings,bedroom,bathroom,beds,capacity,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,lat,lng,distance_to_coastline,area_distance_to_airport,property_bedrooms,average_baseline_price,area_name,total_fas,ratio_bedroom_bathroom,ratio_bedroom_cap,avg_price_distance_to_coast,avg_price_distance_to_airport,avg_price_bedroom,avg_price_beds,avg_price_bathroom,avg_price_total_fas
43,396428.0,Standard,1.0,4.0,6,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.835812,115.118645,1133.15,60.0,6.0,2900595.246666666,Uluwatu,12.0,1.0,2.0,2559.762826339554,48343.2541111111,2900595.246666666,2900595.246666666,2900595.246666666,241716.2705555555
44,396431.0,Entire,4.0,2.0,56,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-8.824442,115.163821,2653.12,45.0,5.0,2047675.264663309,Ungasan,11.0,1.0,0.0,771.7989629806829,45503.89477029576,409535.0529326618,409535.0529326618,409535.0529326618,186152.29678757355
45,396432.0,3BR Villa 3A,4.0,2.0,92,3.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.807392,115.157375,2755.41,45.0,3.0,1335800.609523033,Ungasan,13.0,0.6,2.0,484.7919581924408,29684.457989400733,445266.869841011,445266.869841011,267160.1219046066,102753.8930402333
46,396433.0,Standard Twin,0.0,4.0,75,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,60.0,22.0,427414.74546582,Uluwatu,13.0,1.0,2.0,189.1811287152096,7123.579091097,427414.74546582,213707.37273291,427414.74546582,32878.05734352462
47,396440.0,5BR Villa,4.0,2.0,186,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.803833,115.1450882,2201.29,30.0,10.0,1693762.50965873,Jimbaran,17.0,1.0,0.0,769.4408776938658,56458.75032195766,338752.501931746,338752.501931746,338752.501931746,99633.0888034547
48,396441.0,5BR Villa,4.0,2.0,44,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.803833,115.1450882,2201.29,30.0,10.0,3503368.58939394,Jimbaran,17.0,1.0,0.0,1591.5070660357972,116778.952979798,700673.717878788,700673.717878788,700673.717878788,206080.50525846705
49,396442.0,Blu Apsara,4.0,2.0,58,3.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.830237,115.167079,2041.98,45.0,3.0,1725334.964849721,Ungasan,16.0,0.6,2.0,844.9323523490539,38340.77699666047,575111.654949907,575111.654949907,345066.9929699442,107833.43530310756
50,396445.0,Entire House 4BR,4.0,2.0,97,4.0,5.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-8.810648,115.156482,3125.52,45.0,4.0,2932103.255860334,Ungasan,17.0,0.8,2.25,938.1169392166212,65157.85013022964,733025.8139650834,733025.8139650834,586420.6511720668,172476.6621094314
51,396658.0,Bingin Ombak Apartment - 2 Lantai 2,0.0,4.0,46,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.805646,115.113378,15.6035,45.0,7.0,1283523.0629001977,Bingin,11.0,1.0,2.0,82258.663947204,28522.734731115503,1283523.0629001977,1283523.0629001977,1283523.0629001977,116683.91480910889
52,397165.0,Downstairs Hot Water,0.0,4.0,20,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.8063269,115.11306,48.2584,45.0,13.0,1937579.0989285712,Bingin,12.0,1.0,2.0,40150.089910327966,43057.31330952381,1937579.0989285712,1937579.0989285712,1937579.0989285712,161464.92491071427
