room_id,average_baseline_price,number_of_bookings,unit_id,bathroom,bedroom,beds,capacity,unit_type_id,property_id,name,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,property_design,property_type,lat,lng,distance_to_coastline,property_bedrooms
397946,422341.96028206724,258,UN0750,0,1,0,,1209,PR0245,Standard Double,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-8.822391,115.0871096,,22
397971,431420.04444444436,3,UN1005,1,1,1,2,415,PR0254,Double Non Allocation,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,4,-8.821746,115.089633,402.195,17
398335,315083.5133333333,3,UN0746,1,1,1,2,1154,PR0245,Standard Double Non Allocation,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
398513,355745.8637110751,163,UN0221,1,1,1,2,147,PR0126,Double,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,4,-8.6464854,115.1504805,,7
398514,688961.3955092592,24,UN0221,1,1,1,2,147,PR0126,Double,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,4,-8.6464854,115.1504805,,7
398516,2129309.4845031747,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398517,1400792.8839006606,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398519,1046011.1694911272,585,UN0385,1,1,1,2,208,PR0188,Guesthouse,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,3,4,-8.8284397,115.0879669,307.225,4
398520,903529.7427067658,353,UN0602,1,1,1,2,265,PR0241,1BR,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,-8.652147,115.132308,761.362,6
398521,449808.43833333335,6,UN2244,1,1,1,2,1138,PR0423,Deluxe,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,4,-8.6385989,115.1438355,,7
398522,302372.53107065265,76,UN0720,1,1,1,2,1153,PR0198,Bunk Bed,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,,27
398523,848813.5429692509,31,UN0710,1,1,1,2,1151,PR0198,Deluxe,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,4,4,-8.6552572,115.1296974,,27
398525,539745.204946524,136,UN2619,1,1,1,,1035,PR0597,1BR Villa,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-8.50706,115.276521,11926.3,1
398526,586969.6639931253,142,UN2320,1,1,1,2,941,PR0453,Entire House,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,3,2,-8.50706,115.276521,11926.3,1
398527,421983.4252300858,98,UN2696,1,1,1,,1054,PR0650,Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-8.631095,115.151421,3892.81,6
398528,1196709.9892699404,40,UN1401,1,1,1,2,1144,PR0057,Teges Asri Studio,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4,-8.809038,115.115846,476.861,7
398529,366363.28836231877,46,UN2330,1,1,1,2,942,PR0460,Villa Damuh,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,5,2,-8.4585533,115.2799388,,2
398563,772738.4255555555,9,UN0737,1,1,1,2,1154,PR0245,Standard Double Non Allocation,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
399280,809252.560672043,62,UN1864,1,1,1,2,1165,PR0345,Standard Double,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,4,-8.6788807,115.4900163,,8
399290,1904790.4115,5,UN2363,1,1,1,2,949,PR0467,Downstairs/Upstairs,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,4,-8.650003,115.133906,1055.57,7
399291,775871.4333104686,126,UN2160,1,1,1,2,878,PR0404,Kamisama Joglo,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,4,4,-8.654761,115.13041,406.362,4
399292,1702084.7799393383,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399293,2130184.9016388888,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399294,1231716.8037943488,114,UN2250,5,3,3,6,913,PR0424,Whole,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,4,2,-8.631898,115.13356,2553.42,3
399295,1076762.146924603,48,UN0601,2,2,2,4,264,PR0241,2BR,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,-8.652147,115.132308,761.362,6
399296,480215.3190768602,274,UN2621,1,1,1,,1036,PR0637,Me Villa Kayu Tulang,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,-8.640822,115.146263,2709.75,2
399297,2058222.5259637185,35,UN1822,1,1,1,2,1163,PR0339,Standard Type,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,4,-8.6559436,115.1397607,,5
399298,369791.3613546669,108,UN1823,1,1,1,2,1163,PR0339,Standard Type,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,4,-8.6559436,115.1397607,,5
399299,549900.121845427,63,UN0726,0,1,0,,1148,PR0198,Wooden Double,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.6552572,115.1296974,,27
399303,2772514.99003306,118,UN1293,2,4,4,8,554,PR0088,Villa Tortoise,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,2,-8.8054876,115.1137161,21.9135,4
399304,2556179.2479191264,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399305,5910102.652303921,34,UN0671,4,3,3,8,285,PR0242,NDBV Lot 3,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,-8.8358803,115.2066574,107.471,3
399306,5397903.916867674,120,UN0672,3,3,3,8,286,PR0196,NDBV Lot 6,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,-8.8361902,115.2066422,79.6941,3
399307,1282604.4742812049,132,UN2400,3,3,3,6,955,PR0486,Pondok Nini Villa,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,4,2,-8.50706,115.276521,11926.3,3
399309,1127044.1702702614,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399311,2382978.000734432,52,UN1228,,4,,,508,PR0104,Villa Kama,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,-8.8160943,115.1002842,477.08,2
399313,941269.401355466,142,UN1230,2,2,2,4,510,PR0092,Villa Kanha,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,-8.800425,115.147582,2033.49,2
399315,780706.9031477273,44,UN1295,1,1,1,2,555,PR0088,Villa Tortoise - Room 1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,2,-8.8054876,115.1137161,21.9135,4
399316,1998958.686447098,59,UN1336,1,1,1,3,575,PR0081,Yoga Searcher,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,5,,,,2
399317,1245153.39585034,7,UN2380,3,2,2,4,951,PR0474,Raka Rai Villa,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,4,2,-8.655828,115.1417823,,2
399509,1066147.7364601449,46,UN2548,1,1,1,,1003,PR0518,Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.811985,115.116903,799.267,5
399516,412825.22454761894,24,UN1826,1,1,1,2,764,PR0339,Bigger Type,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,4,-8.6559436,115.1397607,,5
399517,514447.7198781512,85,UN1964,0,1,0,,1149,PR0198,Wooden Twin,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.6552572,115.1296974,,27
399830,759896.1875,4,UN1722,1,1,1,2,730,PR0314,Standard,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,4,-8.835812,115.118645,1133.15,6
399831,1095725.413170068,35,UN1946,1,1,1,2,1169,PR0363,Despacito Loft & Lounge - 1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
399832,1190516.4948958333,32,UN1949,1,1,1,4,1174,PR0363,Despacito Loft & Lounge - 6,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
399833,6651337.6025,6,UN1944,1,1,1,4,1173,PR0363,Despacito Loft & Lounge - 5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
399834,443284.15207010566,18,UN2471,1,1,1,2,1183,PR0494,Lumbung,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,4,-8.836065,115.11936,1098.55,2
399835,2922477.9513504547,89,UN2540,4,4,4,8,999,PR0528,Pondok Dahayu 4BR,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-8.818902,115.096736,573.79,4
399837,801162.0,1,UN2123,1,1,1,2,867,PR0397,Raja Surga Ubud,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,4,2,-8.4584881,115.280513,,1
400077,355227.0301194934,267,UN2566,1,1,1,,1017,PR0554,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,-8.684567,115.495276,903.944,13
400078,357083.0928780068,97,UN2737,1,1,1,,1185,PR0554,Standard (Extra Bed Available),,,,,,,,,,,,,,,,,,,,,,,,,,3,5,-8.684567,115.495276,903.944,13
401383,720474.862745098,85,UN2642,1,1,1,,1045,PR0603,Single Room,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-8.67949,115.513534,368.577,4
402332,374917.79579124565,9,UN0156,1,1,1,2,117,PR0170,Bingin Surf Left,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,4,,,,13
403801,1158777.4792905343,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406053,1941656.3631373355,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406732,549541.7415640764,179,UN1010,1,1,1,2,412,PR0254,Double No Balcony,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,4,-8.821746,115.089633,402.195,17
411420,1887640.9109054324,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411604,754350.6,15,UN2219,1,1,1,2,906,PR0419,Room,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,4,-8.6768119,115.566473,,5
411609,474478.49284152995,61,UN2219,1,1,1,2,906,PR0419,Room,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,4,-8.6768119,115.566473,,5
411899,954837.6110714285,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413945,414431.2233342251,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414402,1361480.4691606541,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414672,781352.8222619046,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415122,2271149.076403412,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415268,1240572.4569217684,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415281,960197.5271678612,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415814,1550303.8333333333,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416992,273148.4321336996,91,UN2296,1,1,1,2,934,PR0447,Bungalow,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,2,4,-8.675,115.5445613,,5
417026,1108802.825,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417031,1669001.0938320209,127,UN2735,1,1,1,,1017,PR0554,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,-8.684567,115.495276,903.944,13
417040,1740769.0518888887,60,UN1169,1,1,1,3,470,PR0112,Villa Arindra,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,4,-8.797821,115.149441,1935.58,4
417770,916224.2616809116,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418473,546400.590361111,30,UN2450,,1,,,1207,PR0245,Deluxe Twin,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-8.822391,115.0871096,,22
418563,290580.47321205353,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420040,1981901.622405303,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420950,1477529.5504545453,22,UN0370,1,1,1,2,1214,PR0282,Downstairs Non Hot Water,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,4,-8.8063269,115.11306,48.2584,13
420951,1573537.8892180733,16,UN0377,0,1,0,,1215,PR0282,Upstairs Non Hot Water,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-8.8063269,115.11306,48.2584,13
423787,466364.0175423728,59,UN2051,0,2,0,,1188,PR0383,Family,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,-8.688048,115.579662,45.9017,3
423969,1071349.597311828,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424242,640099.75,2,UN2255,1,1,1,2,1219,PR0427,Bungalow (Non Allocation),1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,3,4,-8.67666,115.514889,26.7774,4
424571,2349378.858018053,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425903,688152.7126217531,88,UN1295,1,1,1,2,555,PR0088,Villa Tortoise - Room 1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,2,-8.8054876,115.1137161,21.9135,4
426197,1355637.2538033393,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426979,327159.75508548,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426986,826567.5476030302,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428380,1221518.9482321956,113,UN1946,1,1,1,2,1169,PR0363,Despacito Loft & Lounge - 1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
428381,1257471.3374832624,101,UN1949,1,1,1,4,1174,PR0363,Despacito Loft & Lounge - 6,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
428543,1980177.079366786,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428585,1002925.689090909,11,UN0738,1,1,1,2,311,PR0245,Standard Twin,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
428585,1002925.689090909,11,UN0738,1,1,1,2,311,PR0245,Standard Twin,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
428587,474049.4753523649,69,UN0738,1,1,1,2,311,PR0245,Standard Twin,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
428587,474049.4753523649,69,UN0738,1,1,1,2,311,PR0245,Standard Twin,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,4,-8.822391,115.0871096,,22
428650,343521.4169135802,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428820,1028256.4078201058,90,UN2548,1,1,1,,1003,PR0518,Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.811985,115.116903,799.267,5
429565,1083631.498239796,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429575,339239.91679691867,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429591,1598750.4891186922,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429592,1820537.3448654485,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430441,6203363.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430873,251005.2219810448,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431097,1299155.8,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431114,1106902.78884621,65,UN0601,2,2,2,4,264,PR0241,2BR,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,-8.652147,115.132308,761.362,6
431874,1057810.6372172618,32,UN1539,1,1,1,2,120,PR0120,Bingin Ombak Apartment - 1 Lantai 1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,4,-8.805646,115.113378,15.6035,7
431875,1174965.749454365,48,UN1540,1,1,1,2,121,PR0120,Bingin Ombak Apartment - 2 Lantai 2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,4,-8.805646,115.113378,15.6035,7
432720,1390146.157142857,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432921,862941.937047371,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432924,784877.5999999997,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432934,240623.1239212102,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433186,1650331.333333333,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433408,901100.238,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433614,10063595.723333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433670,8974504.83888889,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433820,372895.27712396946,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434365,393723.4089354131,58,UN2471,1,1,1,2,1183,PR0494,Lumbung,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,4,-8.836065,115.11936,1098.55,2
434668,400785.4582309847,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434758,945972.8380807335,97,UN1401,1,1,1,2,1144,PR0057,Teges Asri Studio,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4,-8.809038,115.115846,476.861,7
434892,1207831.765,30,UN2490,1,1,1,2,985,PR0512,Rumah Taman Kutuh,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.4890655,115.2673239,,3
434895,1270248.0,5,UN1970,1,1,1,2,816,PR0366,Room,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,4,-8.675762,115.56743,121.038,5
435068,1479620.6944444443,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435112,792667.0416666663,8,UN1724,1,1,1,2,730,PR0314,Standard,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,4,-8.835812,115.118645,1133.15,6
435784,1217221.8,10,UN0677,1,1,1,2,1162,PR0294,Downstairs Room 2A,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,4,-7.802683,110.360967,14402.1,6
435987,1754649.428571428,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436733,501588.38788135134,152,UN1135,1,1,1,2,453,PR0115,Lumbung,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,-8.835272,115.119866,1183.19,4
436990,1569411.8162202379,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437431,2206108.5663173245,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438430,651328.0849663031,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438956,1082517.043001443,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440105,3110393.6137476456,59,UN2996,3,4,4,,1218,PR0779,Villa Raava,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,-8.8077197,115.1204686,671.344,2
440653,1840436.358937729,65,UN2997,,4,,,1238,PR0786,Entire,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,-8.8080918,115.1208416,729.422,3
441267,616836.7840961626,103,UN2153,1,1,1,2,878,PR0404,Kamisama Joglo,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,4,4,-8.654761,115.13041,406.362,4
441324,1579839.909090909,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441585,759589.7338338828,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441616,1314981.5370370368,36,UN1169,1,1,1,3,470,PR0112,Villa Arindra,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,4,-8.797821,115.149441,1935.58,4
441730,1234025.4444444445,9,UN2257,1,1,1,2,917,PR0427,Bungalow (Allocation),1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,3,4,-8.67666,115.514889,26.7774,4
441736,1541361.5606060605,44,UN2599,1,1,1,,1027,PR0575,Double,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-8.651059,115.131027,770.099,9
441740,802874.9969432314,229,UN2124,1,1,1,2,868,PR0398,Room,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,4,-8.688812,115.488442,596.384,4
442255,341307.6903954802,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442496,1238533.3928571427,8,UN2364,1,1,1,2,949,PR0467,Downstairs/Upstairs,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-8.650003,115.133906,1055.57,7
442568,513057.6728171624,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442584,522099.9194564693,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443739,1062705.75,3,UN1396,1,1,1,2,1143,PR0057,Standard,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4,-8.809038,115.115846,476.861,7
443844,1672796.2268518517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445141,916111.7444444443,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445767,3307730.4869614514,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446962,821978.8255596253,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447053,1299357.298765432,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448188,1104827.7520569433,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449632,931652.0096937112,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450699,734994.6546069314,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453432,755500.3303811927,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454862,679142.6896031745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455439,690732.1060023309,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456279,2661134.6533730156,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458994,1993512.4231014627,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459246,325951.0272727272,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459252,740568.419957762,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460308,356231.2827710486,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461335,1230066.935325659,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461403,724996.8072007274,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461653,2182941.625,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462217,2412164.6849047616,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462285,765639.2857142857,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463635,1810907.0968379446,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464417,2540450.7,16,UN2355,5,3,3,6,1285,PR0417,3BR Villa 3A,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,4,2,-8.807392,115.157375,2755.41,3
465747,695389.4620951186,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467260,676184.1823461091,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467262,974752.8876068374,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467511,544332.4124403509,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470089,1548468.1482539682,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470100,1482820.4731707317,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472447,827945.5338946766,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472846,1164088.9298701298,14,UN2355,5,3,3,6,1285,PR0417,3BR Villa 3A,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,4,2,-8.807392,115.157375,2755.41,3
