room_id,average_baseline_price,number_of_bookings,unit_id,bathroom,bedroom,beds,capacity,unit_type_id,property_id,name,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,property_design,property_type,lat,lng,distance_to_coastline,property_bedrooms
397682,437265.8751666666,15,UN2239,1,1,1,2,1137,PR0423,Standard,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,4,-8.6385989,115.1438355,,7
397683,501186.63023809524,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397684,417297.19372894353,237,UN1959,,1,,,1150,PR0198,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.6552572,115.1296974,,27
397685,426526.3632397181,73,UN0710,1,1,1,2,1151,PR0198,Deluxe,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,4,4,-8.6552572,115.1296974,,27
397686,414215.82482814265,191,UN2093,1,1,1,2,1152,PR0198,Standard Smaller (No Pool),1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,,27
397688,465156.23675583344,41,UN1478,1,1,1,2,639,PR0052,Downstairs/Upstairs,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,4,-8.6488877,115.1361637,,2
397689,980625.6045879651,553,UN1399,1,1,1,2,1143,PR0057,Standard,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4,-8.809038,115.115846,476.861,7
397690,764002.4496912425,674,UN1000,1,1,1,2,1236,PR0254,Double Balcony,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,4,-8.821746,115.089633,402.195,17
397691,701297.0239227216,528,UN1018,0,1,0,,413,PR0254,Twin,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-8.821746,115.089633,402.195,17
397692,565776.703799284,489,UN2399,1,1,1,2,954,PR0485,Uluwatu Kayana Bungalows,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,4,4,-8.837085,115.100357,452.564,5
397693,419222.7862762248,218,UN2436,1,1,1,2,970,PR0492,Amazon GH,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,2791.11,8
397694,2110769.579098639,49,UN2538,3,3,3,6,998,PR0529,Villa Belle-Isle,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,-8.818641,115.096877,548.734,3
397695,2891554.8880392155,17,UN2043,2,2,2,4,839,PR0373,Villa Olel - Suite 1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,4,2,,,,4
397696,2321207.833931159,23,UN2097,1,1,1,2,1178,PR0373,Villa Olel - Suite 2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,4,2,,,,4
397697,2891554.8880392155,17,UN2201,1,1,1,2,840,PR0373,Villa Olel - Suite 3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,4,2,,,,4
397698,459039.60544244264,221,UN2393,1,1,1,2,952,PR0475,Standard,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,3,4,-8.8357515,115.1172562,1130.56,5
397699,485426.83779945434,391,UN2390,1,1,1,2,1181,PR0475,Lumbung,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,3,4,-8.8357515,115.1172562,1130.56,5
397701,1060973.2883582592,148,UN1947,1,1,1,2,1170,PR0363,Despacito Loft & Lounge - 2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,3,4,-8.81394,115.1096954,616.825,6
397711,528295.4185405932,122,UN2453,,1,,,1208,PR0245,Deluxe Double,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-8.822391,115.0871096,,22
397714,499438.44218977017,301,UN1730,1,1,1,2,730,PR0314,Standard,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,4,-8.835812,115.118645,1133.15,6
397715,473802.56645812234,92,UN2492,1,1,1,2,985,PR0512,Rumah Taman Kutuh,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,4,4,-8.4890655,115.2673239,,3
397720,1044698.7298443223,52,UN1014,1,1,1,2,413,PR0254,Twin,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,4,-8.821746,115.089633,402.195,17
397739,4815968.666666666,7,UN1395,1,1,1,2,1143,PR0057,Standard,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4,-8.809038,115.115846,476.861,7
397743,2682955.551821734,117,UN2043,2,2,2,4,839,PR0373,Villa Olel - Suite 1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,4,2,,,,4
